Date,Day,T.Max,Smx,T.Min,Smn,Rain,Srn,Evap,Sev,Radn,Ssl,VP,Svp,RHmaxT,RHminT,Date2
20111123,327,30.4,0,22.9,0,0,0,6.8,0,20.5,42,23.1,0,53.2,82.8,23/11/2011
20111124,328,25.3,0,20.9,0,0,0,1.2,0,3.4,42,22.4,0,69.5,90.7,24/11/2011
20111125,329,28.6,0,21.1,0,14.4,0,7.6,0,23.1,42,26.1,0,66.7,100,25/11/2011
20111126,330,28.3,0,22.8,0,0.2,0,7.2,0,19.7,42,22.7,0,59,81.8,26/11/2011
20111127,331,30.4,0,21.3,0,0.6,0,7,0,30.5,42,23.7,0,54.6,93.6,27/11/2011
20111128,332,29.2,0,20.3,0,0,0,8,0,30,42,25.3,0,62.4,100,28/11/2011
20111129,333,29,0,22.8,0,0,0,9.4,0,29.6,42,22,0,54.9,79.3,29/11/2011
20111130,334,28,0,22.1,0,0,0,6.2,0,23,42,23.2,0,61.4,87.3,30/11/2011
20111201,335,28.2,0,21.9,0,0.2,0,5,0,7.4,42,21.6,0,56.5,82.2,1/12/2011
20111202,336,25.7,0,15.6,0,4.2,0,7,0,15.9,42,14.8,0,44.8,83.6,2/12/2011
20111203,337,26,0,13.9,0,0,0,9.8,0,29.1,42,12.8,0,38.1,80.6,3/12/2011
20111204,338,27.7,0,15.7,0,0,0,6.8,0,24.3,42,16.6,0,44.7,93.1,4/12/2011
20111205,339,25.2,0,19,0,0,0,8.6,0,14.5,42,16.1,0,50.2,73.3,5/12/2011
20111206,340,22.3,0,17.7,0,0,0,12.2,0,8.4,42,13.8,0,51.3,68.2,6/12/2011
20111207,341,20.3,0,16.6,0,8,0,2.8,0,2,42,18.9,0,79.4,100,7/12/2011
20111208,342,24.6,0,17.5,0,32,0,3.8,0,14.7,42,21.2,0,68.6,100,8/12/2011
20111209,343,26.3,0,15.8,0,1.2,0,4.8,0,25.1,42,16.8,0,49.1,93.6,9/12/2011
20111210,344,25.4,0,18.5,0,19.4,0,5,0,11.2,42,21.3,0,65.7,100,10/12/2011
20111211,345,27.5,0,18,0,1,0,3.2,0,14.4,42,24.1,0,65.7,100,11/12/2011
20111212,346,32.5,0,21.2,0,3.4,0,5.2,0,22.2,42,24.3,0,49.7,96.6,12/12/2011
20111213,347,27.5,0,19,0,1.6,0,8.2,0,30.1,42,20.5,0,55.8,93.3,13/12/2011
20111214,348,27.2,0,19.6,0,4.8,0,7.2,0,26.7,42,22.7,0,62.9,99.6,14/12/2011
20111215,349,23.5,0,18.8,0,0.8,0,2,0,6.7,42,20.1,0,69.4,92.7,15/12/2011
20111216,350,24.8,0,18.8,0,3.4,0,6.6,0,13.9,42,15.9,0,50.8,73.3,16/12/2011
20111217,351,25.7,0,15.8,0,0,0,9.2,0,26.4,42,14.2,0,43,79.2,17/12/2011
20111218,352,24.6,0,15.1,0,0,0,5.8,0,16.6,42,17.6,0,56.9,100,18/12/2011
20111219,353,25.8,0,17.6,0,0,0,7,0,24.8,42,17.3,0,52.1,86,19/12/2011
20111220,354,27.3,0,19.1,0,0,0,7.2,0,29,42,16.3,0,44.9,73.8,20/12/2011
20111221,355,27.1,0,21,0,0.2,0,7.8,0,24.4,42,20.3,0,56.6,81.7,21/12/2011
20111222,356,27.1,0,20.3,0,0,0,7.4,0,25.8,42,20.8,0,58,87.4,22/12/2011
20111223,357,26.8,0,20.9,0,0,0,3.6,0,10.8,42,20.6,0,58.5,83.4,23/12/2011
20111224,358,26.2,0,20.4,0,22.6,0,6.6,0,15.3,42,25.6,0,75.3,100,24/12/2011
20111225,359,27.4,0,19.2,0,8.4,0,10.4,0,29.6,42,18.2,0,49.9,81.8,25/12/2011
20111226,360,29.2,0,17,0,0,0,7.4,0,32,42,16.9,0,41.7,87.3,26/12/2011
20111227,361,31.2,0,20,0,0,0,3.2,0,17.6,42,24,0,52.8,100,27/12/2011
20111228,362,27.6,0,17.9,0,4.4,0,2.4,0,24.7,42,17.3,0,46.9,84.4,28/12/2011
20111229,363,26.4,0,18.2,0,0,0,7.4,0,20.4,42,15.9,0,46.2,76.1,29/12/2011
20111230,364,27,0,18.1,0,0,0,6.2,0,23.8,42,15.6,0,43.8,75.2,30/12/2011
20111231,365,25.2,0,16.9,0,0.4,0,5.6,0,17.6,42,17.7,0,55.2,92,31/12/2011
20120101,1,26.5,0,16.1,0,0.4,0,8,0,31.4,42,15.6,0,45.1,85.3,1/01/2012
20120102,2,27.7,0,15.8,0,0,0,9.4,0,32.2,42,15.4,0,41.5,85.8,2/01/2012
20120103,3,26.9,0,17.5,0,0,0,7.6,0,27.7,42,18.1,0,51.1,90.6,3/01/2012
20120104,4,27.7,0,17.2,0,0,0,7.8,0,32.5,42,15.5,0,41.7,79,4/01/2012
20120105,5,27.6,0,19.6,0,0,0,7.2,0,24.2,42,22.7,0,61.5,99.6,5/01/2012
20120106,6,28.8,0,18.5,0,0,0,7,0,25.5,42,19,0,48,89.3,6/01/2012
20120107,7,27.6,0,21.5,0,0,0,6.4,0,18.5,42,21.7,0,58.8,84.7,7/01/2012
20120108,8,29.1,0,22.8,0,0,0,8,0,30.4,42,23.1,0,57.3,83.3,8/01/2012
20120109,9,30.6,0,23.4,0,0,0,9,0,29.9,42,23.1,0,52.6,80.3,9/01/2012
20120110,10,31,0,23.8,0,0,0,7.6,0,27.6,42,26.3,0,58.5,89.2,10/01/2012
20120111,11,35.9,0,22.3,0,0,0,12.4,0,31.1,42,16.7,0,28.3,62,11/01/2012
20120112,12,27.2,0,21.1,0,0,0,10.6,0,28.9,42,17.5,0,48.5,70,12/01/2012
20120113,13,27.4,0,21,0,0,0,8,0,27.5,42,15.9,0,43.6,64,13/01/2012
20120114,14,27.4,0,20,0,0,0,7.2,0,18.3,42,17.7,0,48.5,75.7,14/01/2012
20120115,15,27,0,21.9,0,0,0,3.6,0,15.4,42,19.5,0,54.7,74.2,15/01/2012
20120116,16,23.9,0,20,0,7.4,0,3.6,0,5.3,42,22.4,0,75.5,95.8,16/01/2012
20120117,17,26.5,0,19.4,0,37.8,0,1.6,0,7.4,42,23.2,0,67,100,17/01/2012
20120118,18,28.5,0,19.2,0,9.2,0,5,0,25.8,42,21.4,0,55,96.2,18/01/2012
20120119,19,29.4,0,20.1,0,0,0,10,0,29.5,42,22.7,0,55.4,96.5,19/01/2012
20120120,20,28.8,0,19.9,0,0,0,7.6,0,26.4,42,22,0,55.6,94.7,20/01/2012
20120121,21,28.1,0,18.8,0,0,0,8,0,27.9,42,19.4,0,51,89.4,21/01/2012
20120122,22,28.6,0,20.9,0,0,0,6.6,0,25.1,42,21.6,0,55.2,87.4,22/01/2012
20120123,23,26.7,0,20.8,0,0.4,0,2.2,0,9.4,42,23.7,0,67.7,96.5,23/01/2012
20120124,24,23.1,0,21,0,44.6,0,2.6,0,2.9,42,25.8,0,91.3,100,24/01/2012
20120125,25,25.7,0,21,0,174.6,0,2,0,8.4,42,26.9,0,81.5,100,25/01/2012
20120126,26,28.9,0,21.5,0,7.6,0,3.2,0,21.5,42,27.8,0,69.8,100,26/01/2012
20120127,27,24.8,0,22.8,0,14.4,0,2.2,0,4.4,42,27.4,0,87.6,98.8,27/01/2012
20120128,28,26.5,0,22.3,0,14.2,0,4.6,0,6.6,42,23.2,0,67,86.2,28/01/2012
20120129,29,26.6,0,22,0,24.2,0,2.2,0,8.3,42,26.9,0,77.3,100,29/01/2012
20120130,30,28.2,0,22.7,0,11.8,0,6.2,0,23.8,42,27.8,0,72.7,100,30/01/2012
20120131,31,29.3,0,21.9,0,0,0,6.8,0,28.9,42,26.8,0,65.8,100,31/01/2012
20120201,32,28.5,0,24,0,0,0,7,0,28,42,26.4,0,67.9,88.5,1/02/2012
20120202,33,28.2,0,22.8,0,0.2,0,8.6,0,28.2,42,22,0,57.5,79.3,2/02/2012
20120203,34,27.2,0,21.6,0,3.6,0,4.4,0,13.5,42,19.3,0,53.5,74.8,3/02/2012
20120204,35,27.8,0,19.1,0,3,0,5.8,0,20.1,42,20.9,0,55.9,94.6,4/02/2012
20120205,36,29,0,20.1,0,0,0,7,0,26.1,42,22,0,54.9,93.6,5/02/2012
20120206,37,30.3,0,21.8,0,0,0,5,0,27.5,42,23.1,0,53.5,88.5,6/02/2012
20120207,38,29.2,0,23.8,0,0,0,8,0,26.5,42,25,0,61.7,84.8,7/02/2012
20120208,39,29.1,0,21.5,0,0,0,6.4,0,18.2,42,23,0,57.1,89.7,8/02/2012
20120209,40,28.6,0,19.5,0,10.4,0,6.4,0,24.8,42,21.3,0,54.4,94,9/02/2012
20120210,41,27.2,0,18.6,0,0,0,6.4,0,28.2,42,19.5,0,54.1,91,10/02/2012
20120211,42,28.8,0,19.6,0,0,0,7.8,0,24.8,42,22.4,0,56.6,98.3,11/02/2012
20120212,43,29.9,0,20,0,20.6,0,6.6,0,26.6,42,24.6,0,58.3,100,12/02/2012
20120213,44,28.9,0,21.5,0,4.2,0,6.4,0,24.3,42,24.4,0,61.3,95.2,13/02/2012
20120214,45,28.2,0,20.6,0,1.2,0,7.8,0,28.1,42,21.4,0,56,88.2,14/02/2012
20120215,46,28.1,0,18.5,0,0,0,9.6,0,27.8,42,18.8,0,49.5,88.3,15/02/2012
20120216,47,28.3,0,18.4,0,0,0,9.2,0,26.7,42,18.9,0,49.1,89.4,16/02/2012
20120217,48,28.3,0,18.9,0,0,0,8.6,0,27.9,42,20.3,0,52.8,93,17/02/2012
20120218,49,28.4,0,19,0,0,0,5.6,0,22.4,42,22.2,0,57.4,100,18/02/2012
20120219,50,29.3,0,20.8,0,0,0,6,0,26.4,42,25.5,0,62.6,100,19/02/2012
20120220,51,29.8,0,21.2,0,0.2,0,7,0,26.4,42,26.3,0,62.7,100,20/02/2012
20120221,52,29.4,0,22.7,0,3,0,5.4,0,11.9,42,27.3,0,66.6,99,21/02/2012
20120222,53,28.2,0,22.6,0,0.2,0,6.4,0,25.2,42,22.1,0,57.8,80.6,22/02/2012
20120223,54,23.2,0,20.8,0,10.2,0,5,0,3.2,42,23.5,0,82.7,95.7,23/02/2012
20120224,55,26.9,0,20.7,0,14.2,0,3,0,4.4,42,22.8,0,64.3,93.4,24/02/2012
20120225,56,27.9,0,20.4,0,76,0,3.8,0,19.4,42,28.3,0,75.3,100,25/02/2012
20120226,57,27.6,0,23.2,0,7.4,0,6.6,0,21.8,42,22.2,0,60.1,78.1,26/02/2012
20120227,58,28.2,0,22.4,0,0,0,7.2,0,25.3,42,23,0,60.2,84.9,27/02/2012
20120228,59,28.6,0,23.8,0,0,0,6.8,0,26.5,42,23.1,0,59,78.4,28/02/2012
20120229,60,28.5,0,20.3,0,0,0,6.6,0,24.8,25,24,0,61.7,100,29/02/2012
20120301,61,28.7,0,19.9,0,0,0,8,0,30.9,42,23,0,58.4,99,1/03/2012
20120302,62,29.7,0,19.8,0,0,0,6.8,0,30.5,42,20.6,0,49.4,89.2,2/03/2012
20120303,63,28,0,22.5,0,0,0,4.4,0,15.8,42,26,0,68.8,95.4,3/03/2012
20120304,64,28.6,0,23.4,0,4,0,4.4,0,20.1,42,26.8,0,68.5,93.2,4/03/2012
20120305,65,25.1,0,23.1,0,36.4,0,2.6,0,2.4,42,28.6,0,89.8,100,5/03/2012
20120306,66,26,0,21.8,0,11.8,0,2.8,0,11.4,42,23.4,0,69.6,89.6,6/03/2012
20120307,67,27.4,0,19.1,0,6.2,0,7,0,20.8,42,19.3,0,52.9,87.3,7/03/2012
20120308,68,27,0,17.5,0,0,0,7,0,24.8,42,18.7,0,52.5,93.6,8/03/2012
20120309,69,30.1,0,18.9,0,0,0,4.6,0,29.6,42,19.7,0,46.2,90.3,9/03/2012
20120310,70,28.8,0,16.2,0,0,0,7,0,28.1,42,13.4,0,33.8,72.8,10/03/2012
20120311,71,27.1,0,20.8,0,0,0,4.6,0,15.9,42,22.7,0,63.3,92.4,11/03/2012
20120312,72,27.8,0,20.1,0,0.2,0,7,0,17.6,42,21.4,0,57.3,91,12/03/2012
20120313,73,27.5,0,18.1,0,0,0,6.6,0,25,42,19.7,0,53.7,94.9,13/03/2012
20120314,74,25.6,0,20,0,12.6,0,2,0,3,42,24,0,73.1,100,14/03/2012
20120315,75,26.4,0,20.5,0,8,0,4.2,0,11.1,42,26.1,0,75.9,100,15/03/2012
20120316,76,28.1,0,19.7,0,22.2,0,5.6,0,23.2,42,23.1,0,60.8,100,16/03/2012
20120317,77,28.2,0,22.1,0,0.4,0,4,0,8.5,42,26.1,0,68.3,98.2,17/03/2012
20120318,78,25.3,0,19.9,0,10.6,0,4.4,0,4.6,42,24.4,0,75.7,100,18/03/2012
20120319,79,27.6,0,17.3,0,0,0,3.8,0,16.2,42,20,0,54.2,100,19/03/2012
20120320,80,27.3,0,20.1,0,7.8,0,5,0,22,42,25.5,0,70.3,100,20/03/2012
20120321,81,27,0,19.5,0,5,0,4,0,14.9,42,23,0,64.5,100,21/03/2012
20120322,82,25.2,0,23.5,0,0.2,0,0.8,0,2.3,42,25.2,0,78.6,87.1,22/03/2012
20120323,83,28.4,0,19.7,0,27,0,4.2,0,10.3,42,23.2,0,60,100,23/03/2012
20120324,84,27.6,0,17,0,0.2,0,5.4,0,19,42,13.2,0,35.8,68.2,24/03/2012
20120325,85,26,0,19.8,0,0,0,8,0,16.2,42,18.5,0,55.1,80.1,25/03/2012
20120326,86,26.2,0,15.7,0,0,0,7,0,23.5,42,18.1,0,53.2,100,26/03/2012
20120327,87,26.7,0,16,0,0,0,5.2,0,19.6,42,17.7,0,50.5,97.4,27/03/2012
20120328,88,26.2,0,16.9,0,0,0,6.8,0,17.9,42,18.9,0,55.6,98.2,28/03/2012
20120329,89,26.5,0,16.7,0,3.6,0,5,0,18.7,42,18,0,52,94.7,29/03/2012
20120330,90,27.2,0,17.5,0,0.2,0,6.2,0,19.4,42,18.4,0,51,92.1,30/03/2012
20120331,91,28.1,0,17,0,0,0,6,0,20.1,42,19.1,0,50.2,98.6,31/03/2012
20120401,92,27.6,0,17.2,0,0,0,6.6,0,17.2,42,17.5,0,47.4,89.2,1/04/2012
20120402,93,27.4,0,17.2,0,0.4,0,5.2,0,20.2,42,18,0,49.3,91.8,2/04/2012
20120403,94,28.4,0,16.6,0,0,0,5.2,0,21.7,42,18.2,0,47,96.4,3/04/2012
20120404,95,27.1,0,17,0,0,0,6.6,0,21.6,42,18.4,0,51.3,95,4/04/2012
20120405,96,27,0,17,0,0,0,8,0,20.5,42,19.4,0,54.4,100,5/04/2012
20120406,97,26.3,0,16.4,0,0,0,6.4,0,20.6,42,16.4,0,47.9,88,6/04/2012
20120407,98,27,0,15.5,0,0,0,4.6,0,21.6,42,17.3,0,48.5,98.3,7/04/2012
20120408,99,26.7,0,15.9,0,0,0,4.8,0,18.4,42,18.7,0,53.4,100,8/04/2012
20120409,100,27.1,0,16.6,0,0,0,5.8,0,20.9,42,20.6,0,57.5,100,9/04/2012
20120410,101,25.7,0,17.6,0,0,0,7.8,0,19.2,42,17.2,0,52.1,85.5,10/04/2012
20120411,102,24.1,0,13.2,0,0,0,6.2,0,17.6,42,12,0,40,79.1,11/04/2012
20120412,103,24.8,0,13.7,0,0,0,4.6,0,19.1,42,13.4,0,42.8,85.5,12/04/2012
20120413,104,24.8,0,15.1,0,4.4,0,4.4,0,16.1,42,18.4,0,58.8,100,13/04/2012
20120414,105,24.9,0,15.9,0,0.6,0,3.4,0,16.9,42,20.6,0,65.4,100,14/04/2012
20120415,106,24.6,0,18.3,0,2.2,0,3.6,0,16.3,42,22.2,0,71.8,100,15/04/2012
20120416,107,25.3,0,17.9,0,1.4,0,3.8,0,13.9,42,21.8,0,67.6,100,16/04/2012
20120417,108,24,0,18.4,0,18,0,2.8,0,13.7,42,19.7,0,66,93.1,17/04/2012
20120418,109,25.7,0,16.9,0,0,0,5.6,0,14.7,42,19.1,0,57.9,99.3,18/04/2012
20120419,110,26.4,0,17.1,0,0,0,3.6,0,18.6,42,19.7,0,57.3,100,19/04/2012
20120420,111,25.8,0,18.4,0,0,0,3.2,0,12.4,42,21.3,0,64.1,100,20/04/2012
20120421,112,26.8,0,16.9,0,0.8,0,3.4,0,18.7,42,21,0,59.6,100,21/04/2012
20120422,113,26.7,0,17.1,0,0,0,3.2,0,16.1,42,20.9,0,59.7,100,22/04/2012
20120423,114,26.9,0,17.1,0,0,0,2.6,0,16.5,42,24.1,0,68,100,23/04/2012
20120424,115,26.2,0,20.3,0,0,0,3.4,0,8.7,42,25.2,0,74.1,100,24/04/2012
20120425,116,22.7,0,18.5,0,0,0,3.4,0,8,42,16.7,0,60.6,78.5,25/04/2012
20120426,117,22.7,0,8.6,0,0,0,4,0,19.1,42,7.8,0,28.3,69.9,26/04/2012
20120427,118,20.5,0,14.8,0,0,0,2.4,0,4.9,42,15.2,0,63.1,90.3,27/04/2012
20120428,119,20.1,0,16.3,0,38.4,0,0.7,25,2.7,42,20.1,0,85.5,100,28/04/2012
20120429,120,23.1,0,16.8,0,125.4,0,3,0,9.2,42,18.2,0,64.4,95.2,29/04/2012
20120430,121,23.6,0,15.6,0,0.4,0,4.8,0,17,42,16.3,0,56,92,30/04/2012
20120501,122,22.5,0,14.1,0,0,0,2.2,0,13.1,42,16.2,0,59.5,100,1/05/2012
20120502,123,23.5,0,17,0,3.2,0,4.6,0,16.3,42,19.6,0,67.7,100,2/05/2012
20120503,124,24.5,0,15.2,0,0.6,0,3.2,0,12.9,42,18.4,0,59.9,100,3/05/2012
20120504,125,23.7,0,16.8,0,2.6,0,3.6,0,15.4,42,18.9,0,64.5,98.8,4/05/2012
20120505,126,25.1,0,13.6,0,0,0,4.8,0,18,42,15.2,0,47.7,97.7,5/05/2012
20120506,127,24,0,9.5,0,0,0,3.6,0,18.3,42,11,0,36.9,92.7,6/05/2012
20120507,128,23.9,0,10,0,0,0,4,0,17.1,42,11.8,0,39.8,96.2,7/05/2012
20120508,129,24.2,0,10.7,0,0,0,2.6,0,16.9,42,11.9,0,39.4,92.5,8/05/2012
20120509,130,24.3,0,12.2,0,0,0,3.4,0,16.7,42,15.5,0,51,100,9/05/2012
20120510,131,25,0,12.4,0,0,0,3.6,0,16.6,42,16,0,50.5,100,10/05/2012
20120511,132,24.4,0,12.6,0,0,0,3.8,0,16.4,42,17.3,0,56.6,100,11/05/2012
20120512,133,24.9,0,12.1,0,0,0,3.2,0,16.3,42,16.3,0,51.8,100,12/05/2012
20120513,134,25.9,0,11.6,0,0,0,7.2,0,16.1,42,14.1,0,42.2,100,13/05/2012
20120514,135,20.1,0,9,0,0,0,5.4,0,16,42,6.4,0,27.2,55.8,14/05/2012
20120515,136,22.1,0,7.1,0,0,0,4.8,0,15.8,42,7.3,0,27.5,72.4,15/05/2012
20120516,137,22.1,0,10.5,0,0,0,3.8,0,15.7,42,10.6,0,39.9,83.5,16/05/2012
20120517,138,22.4,0,10.5,0,0,0,3.8,0,14.9,42,12.8,0,47.3,100,17/05/2012
20120518,139,22.5,0,12,0,0,0,3.4,0,13.7,42,13.8,0,50.7,98.5,18/05/2012
20120519,140,22.9,0,10.4,0,0,0,3.8,0,15.3,42,12.7,0,45.5,100,19/05/2012
20120520,141,22.8,0,11.6,0,0,0,3.2,0,13.9,42,13.8,0,49.7,100,20/05/2012
20120521,142,22.9,0,11.1,0,0,0,2.2,0,10.6,42,13.6,0,48.7,100,21/05/2012
20120522,143,23.9,0,13.7,0,0,0,3.8,0,14.8,42,14.5,0,48.9,92.6,22/05/2012
20120523,144,23.3,0,12.8,0,0,0,3,0,13.8,42,15.8,0,55.2,100,23/05/2012
20120524,145,24.4,0,13.4,0,0,0,1.2,0,10.4,42,17.5,0,57.3,100,24/05/2012
20120525,146,19.3,0,17.6,0,2.8,0,1.8,0,3.9,42,19.9,0,88.9,98.9,25/05/2012
20120526,147,20.3,0,9.2,0,11.2,0,4,0,13.9,42,9.5,0,39.9,81.7,26/05/2012
20120527,148,21.1,0,6.1,0,0,0,3,0,13.8,42,8.4,0,33.6,89.3,27/05/2012
20120528,149,21.5,0,9.6,0,0,0,3.2,0,12.7,42,10.1,0,39.4,84.5,28/05/2012
20120529,150,22.4,0,12.4,0,0,0,3.6,0,13,42,14.1,0,52.1,98,29/05/2012
20120530,151,22.2,0,12,0,3,0,3.6,0,13.1,42,16.1,0,60.2,100,30/05/2012
20120531,152,20.8,0,13.6,0,13.2,0,0,0,10.2,42,17.3,0,70.5,100,31/05/2012
20120601,153,21.3,0,13.2,0,4.4,0,1.6,0,10.1,42,17.4,0,68.7,100,1/06/2012
20120602,154,21.5,0,15.5,0,10.2,0,0.8,0,8,42,17.8,0,69.4,100,2/06/2012
20120603,155,22.7,0,16.6,0,47,0,1,0,8.3,42,19.6,0,71.1,100,3/06/2012
20120604,156,21.8,0,12.6,0,0.2,0,6.6,0,14.1,42,15.2,0,58.2,100,4/06/2012
20120605,157,17.6,0,10,0,0,0,5.6,0,13.8,42,7.5,0,37.3,61.1,5/06/2012
20120606,158,21,0,8.3,0,0,0,5.4,0,13.9,42,8.8,0,35.4,80.4,6/06/2012
20120607,159,20.8,0,10.9,0,0,0,3.2,0,13.1,42,11.8,0,48.1,90.6,7/06/2012
20120608,160,20,0,10.5,0,0,0,2.4,0,11,42,11.6,0,49.6,91.4,8/06/2012
20120609,161,20.2,0,11.7,0,0,0,0.2,0,11.3,42,13.3,0,56.2,96.8,9/06/2012
20120610,162,16.7,0,12.7,0,11.8,0,1.6,0,4.5,42,14.8,0,77.9,100,10/06/2012
20120611,163,18.5,0,13.4,0,6.8,0,2.4,0,7.7,42,13.8,0,64.8,89.8,11/06/2012
20120612,164,21.6,0,13.3,0,0.6,0,3.4,0,13.2,42,13.6,0,52.7,89.1,12/06/2012
20120613,165,22.3,0,12.8,0,0,0,3.6,0,12.5,42,12.9,0,47.9,87.3,13/06/2012
20120614,166,21.8,0,11.6,0,0,0,3,0,13.1,42,13,0,49.8,95.2,14/06/2012
20120615,167,21.5,0,9.4,0,0,0,2.6,0,13.6,42,13.9,0,54.2,100,15/06/2012
20120616,168,22.2,0,9.3,0,0,0,2.2,0,13.6,42,13.9,0,52,100,16/06/2012
20120617,169,22.6,0,11.9,0,0,0,3.2,0,13.6,42,11.8,0,43,84.7,17/06/2012
20120618,170,20.7,0,7.6,0,0,0,2.8,0,13.6,42,8.4,0,34.4,80.5,18/06/2012
20120619,171,21.3,0,7.4,0,0,0,2,0,13.5,42,10.6,0,41.9,100,19/06/2012
20120620,172,20.9,0,7.3,0,0,0,3.4,0,13.4,42,9.8,0,39.7,95.9,20/06/2012
20120621,173,21.3,0,7,0,0,0,3,0,13.5,42,12.8,0,50.6,100,21/06/2012
20120622,174,23,0,9.9,0,0,0,3.2,0,12.8,42,12.3,0,43.8,100,22/06/2012
20120623,175,18.7,0,11.1,0,0,0,3.8,0,8.5,42,6.8,0,31.5,51.5,23/06/2012
20120624,176,19.1,0,10,0,0,0,2.8,0,7.4,42,9.7,0,43.9,79,24/06/2012
20120625,177,18.2,0,12.4,0,0.8,0,2,0,4.9,42,10.2,0,48.8,70.9,25/06/2012
20120626,178,17,0,12.7,0,0,0,2,0,3.6,42,13,0,67.1,88.6,26/06/2012
20120627,179,15.7,0,11.9,0,28.6,0,1.4,0,2.8,42,14.6,0,81.9,100,27/06/2012
20120628,180,19.6,0,13.1,0,28,0,1.2,0,7.9,42,17.1,0,75,100,28/06/2012
20120629,181,22.5,0,15,0,12.2,0,2,0,13.1,42,16.9,0,62,99.2,29/06/2012
20120630,182,22.4,0,10.2,0,0,0,1.6,0,13.6,42,15.4,0,56.9,100,30/06/2012
20120701,183,22.2,0,8.4,0,0,0,3.4,0,13.2,42,12.8,0,47.8,100,1/07/2012
20120702,184,18.9,0,5.7,0,0,0,3.6,0,14.2,42,6.8,0,31.2,74.3,2/07/2012
20120703,185,18.6,0,4.6,0,0,0,2.8,0,14.3,42,8.2,0,38.3,96.7,3/07/2012
20120704,186,18.6,0,4,0,0,0,2.4,0,14.3,42,8.2,0,38.3,100,4/07/2012
20120705,187,20.7,0,5.7,0,0,0,3.2,0,13.3,42,8.2,0,33.6,89.6,5/07/2012
20120706,188,19.6,0,8.2,0,0,0,3.4,0,14.2,42,10.2,0,44.7,93.9,6/07/2012
20120707,189,20.1,0,9,0,0,0,2.8,0,12.3,42,11.9,0,50.6,100,7/07/2012
20120708,190,20.2,0,10,0,0.6,0,3,0,13.6,42,12.7,0,53.7,100,8/07/2012
20120709,191,20.1,0,10.1,0,0,0,2.4,0,12.3,42,12.7,0,54,100,9/07/2012
20120710,192,18.9,0,13.1,0,0.8,0,1.8,0,5,42,15.9,0,72.9,100,10/07/2012
20120711,193,20.3,0,15.1,0,5.2,0,0.6,0,8.6,42,18.4,0,77.3,100,11/07/2012
20120712,194,22.3,0,15.2,0,1.6,0,1.4,0,8,42,20.5,0,76.2,100,12/07/2012
20120713,195,21.6,0,18.5,0,18.4,0,0.2,0,6.9,42,22.5,0,87.2,100,13/07/2012
20120714,196,22.6,0,18,0,6.4,0,3.4,0,11.2,42,19,0,69.3,92.1,14/07/2012
20120715,197,20.4,0,15.7,0,0.4,0,3.6,0,9.3,42,12.4,0,51.8,69.6,15/07/2012
20120716,198,20.7,0,6.6,0,0,0,2.8,0,14.4,42,9.1,0,37.3,93.4,16/07/2012
20120717,199,20.3,0,11.8,0,4,0,2.6,0,13.7,42,14.2,0,59.6,100,17/07/2012
20120718,200,20.8,0,13,0,0.4,0,3.4,0,10.1,42,15.3,0,62.3,100,18/07/2012
20120719,201,21.3,0,13.3,0,10.6,0,1.8,0,14.4,42,14.7,0,58.1,96.3,19/07/2012
20120720,202,21,0,8.4,0,0,0,3.8,0,15.4,42,9.1,0,36.6,82.6,20/07/2012
20120721,203,21.2,0,10.9,0,0,0,3.6,0,12.5,42,11.2,0,44.5,86,21/07/2012
20120722,204,20.9,0,10.7,0,0,0,3.6,0,11.9,42,11.2,0,45.3,87.1,22/07/2012
20120723,205,20.5,0,10.4,0,0,0,3,0,13.3,42,10.9,0,45.2,86.5,23/07/2012
20120724,206,21.1,0,10.5,0,0,0,3.8,0,15.1,42,11.6,0,46.4,91.4,24/07/2012
20120725,207,20.4,0,9.8,0,0,0,2.2,0,13.4,42,12.7,0,53,100,25/07/2012
20120726,208,20.2,0,12.2,0,0,0,2.2,0,14,42,13.2,0,55.8,92.9,26/07/2012
20120727,209,21.4,0,9.7,0,0,0,3.6,0,14.9,42,14,0,55,100,27/07/2012
20120728,210,19.1,0,6.8,0,0,0,6,0,16.4,42,7.8,0,35.3,79,28/07/2012
20120729,211,19.6,0,4.7,0,0,0,4.2,0,16.4,42,8.6,0,37.7,100,29/07/2012
20120730,212,20.9,0,6.2,0,0,0,3.6,0,16.6,42,9.8,0,39.7,100,30/07/2012
20120731,213,19.3,0,6.9,0,0,0,3.6,0,16.5,42,7.3,0,32.6,73.4,31/07/2012
20120801,214,20.2,25,6.4,0,0,0,2.4,0,16.5,42,11,0,46.5,100,1/08/2012
20120802,215,19.9,0,4.2,0,0,0,3.6,0,16.8,42,8,0,34.4,97,2/08/2012
20120803,216,21,0,3.7,0,0,0,4.4,0,16.6,42,8.5,0,34.2,100,3/08/2012
20120804,217,20.6,0,4.8,0,0,0,4,0,17,42,7.3,0,30.1,84.9,4/08/2012
20120805,218,22.6,0,3.8,0,0,0,3.6,0,17.1,42,8.4,0,30.6,100,5/08/2012
20120806,219,24.2,0,5.7,0,0,0,5,0,17.3,42,8.4,0,27.8,91.8,6/08/2012
20120807,220,21.3,0,6.4,0,0,0,3.4,0,17.5,42,7.4,0,29.2,77,7/08/2012
20120808,221,22.1,0,5.6,0,0,0,3.8,0,17.7,42,8.9,0,33.5,97.9,8/08/2012
20120809,222,25.4,0,5.1,0,0,0,6,0,16.8,42,7.3,0,22.5,83.2,9/08/2012
